name,birth,age,sport,event,team,medal,gender,full_name,height_cm,weight_kg,born_location,born_lat_lon,death,rank
Mahjouba Oubtil,1982-12-15,29,Boxing,Women's Lightweight,Morocco,,Female,Mahjouba Oubtil,,,,,,5T
Bilel Ouechtati,1991-02-15,21,Wrestling,"Men's Middleweight, Freestyle",Tunisia,,Male,Bilel Ouechtati,172,74,"B‚àö√â¬¨¬©ja, B‚àö√â¬¨¬©ja, Tunisia","36.733333,9.183333",,10
Adama Ouedraogo,1987-04-03,25,Swimming,Men's 50 metres Freestyle,Burkina Faso,,Male,Adama Ouedraogo,177,72,"Yopougon, Lagunes, Cote d\'Ivoire",,,42
Angelika Ouedraogo,1993-12-04,18,Swimming,Women's 50 metres Freestyle,Burkina Faso,,Female,Angelika Sita Ouedraogo,170,60,"Ouagadougou, Centre, Burkina Faso","12.35,-1.516667",,64
‚àö√â‚Äö√Ñ‚àûlodie Ou‚àö√â¬¨¬©draogo,1981-02-27,31,Athletics,Women's 400 metres Hurdles,Belgium,,Female,‚àö√â‚Äö√Ñ‚àûlodie Ou‚àö√â¬¨¬©draogo,175,62,"Saint-Josse-ten-Noode, R‚àö√â¬¨¬©gion de Bruxel","50.8498812,4.3726816",,4 h1 r2/3
Aziz Ouhadi,1984-07-24,28,Athletics,Men's 200 metres,Morocco,,Male,Aziz Ouhadi,168,72,"Sidi Kacem, Gharb-Chrarda-B‚àö√â¬¨¬©ni Hssen, M","34.216667,-5.7",,6 h6 r1/3
Lydia Oulmou,1986-02-02,26,Volleyball,Women's Volleyball,Algeria,,Female,Lydia Oulmou,186,74,"B‚àö√â¬¨¬©ja‚àö√â¬¨√òa, B‚àö√â¬¨¬©ja‚àö√â¬¨√òa, Algeria","36.75,5.066667",,11T
Rajiv Ouseph,1986-08-30,25,Badminton,Men's Singles,Great Britain,,Male,Theratil Rajiv A. Ouseph,189,82,"Hounslow, Greater London, Great Britain","51.4609218,-0.373149",,17T
Sarah Outhwaite-Tait,1983-01-23,29,Rowing,Women's Coxless Pairs,Australia,Silver,Female,Sarah Outhwaite-Tait,180,70,"Perth, Western Australia, Australia","-31.9530044,115.8574693",,2
Nathan Outteridge,1986-01-28,26,Sailing,Men's Skiff,Australia,Gold,Male,Nathan Outteridge,178,71,"Newcastle, New South Wales, Australia","-32.926689,151.7789205",,1
Vlada Ovcharenko,1986-12-18,25,Athletics,Women's 200 metres,Tajikistan,,Female,"Vladislava ""Vlada"" Ovcharenko",166,66,"Dushanbe, Nohijahoi Tobei ‚àö√â‚Äö√Ñ¬∞umhuri, Taji","38.536667,68.78",,9 h4 r1/3
Konstant‚àö√ë¬¨¬¥ns Ov‚àö√ë¬¨√ßi‚àö√ñ‚Äö√Ñ‚Ä†‚àö√ñ‚Äö√Ñ‚Ä†ikovs,1983-11-10,28,Judo,Men's Half-Middleweight,Latvia,,Male,Konstant‚àö√ë¬¨¬¥ns Ov‚àö√ë¬¨√ßi‚àö√ñ‚Äö√Ñ‚Ä†‚àö√ñ‚Äö√Ñ‚Ä†ikovs,187,81,"Bishkek, Bishkek, Kyrgyzstan","43.061667,74.478333",,17T
Scott Overall,1983-02-09,29,Athletics,Men's Marathon,Great Britain,,Male,Scott Ashley Overall,181,62,"Hammersmith, Greater London, Great Brita","51.4911875,-0.2237315",,61
Birgit Overzier-Michels,1984-09-28,27,Badminton,Mixed Doubles,Germany,,Female,Birgit Overzier-Michels,178,70,"Cologne, Nordrhein-Westfalen, Germany","50.937531,6.9602786",,5T
Heiner Oviedo,1988-12-28,23,Taekwondo,Men's Flyweight,Costa Rica,,Male,Heiner Oviedo Moreira,170,,"San Jos‚àö√â¬¨¬©, San Jos‚àö√â¬¨¬©, Costa Rica","9.9280694,-84.0907246",,11T
Raymond Ovinou,1984-09-06,27,Judo,Men's Half-Lightweight,Papua New Guinea,,Male,Raymond Ovinou,175,66,"Port Moresby, National Capital District,","-9.4438004,147.1802671",,17T
Didier Ovono,1983-01-23,29,Football,Men's Football,Gabon,,Male,Didier Janvier Ovono Ebang,185,79,"Port Gentil, Ogoou‚àö√â¬¨¬©-Maritime, Gabon","-0.716667,8.783333",,12
Dmitrij Ovtcharov,1988-09-02,23,Table Tennis,Men's Singles,Germany,Bronze,Male,Dmitrij Ovtcharov,185,78,"Kyiv, Kyiv, Ukraine","50.4501,30.5234",,3
Dmitrij Ovtcharov,1988-09-02,23,Table Tennis,Men's Team,Germany,Bronze,Male,Dmitrij Ovtcharov,185,78,"Kyiv, Kyiv, Ukraine","50.4501,30.5234",,3
Ger Owens,1979-06-13,33,Sailing,Men's Two Person Dinghy,Ireland,,Male,"Gerald ""Ger"" Owens",176,60,"Dublin, Dublin, Ireland","53.3498053,-6.2603097",,23
Olumide Oyedeji,1981-05-11,31,Basketball,Men's Basketball,Nigeria,,Male,Olumide Oyedeji,208,109,"Ibadan, Oyo, Nigeria","7.396389,3.916667",,10
Abi Oyepitan,1979-12-30,32,Athletics,Women's 100 metres,Great Britain,,Female,"Abiodun ""Abi"" Oyepitan",165,55,"London, Greater London, Great Britain","51.5073509,-0.1277583",,8 h1 r3/4
Abi Oyepitan,1979-12-30,32,Athletics,Women's 200 metres,Great Britain,,Female,"Abiodun ""Abi"" Oyepitan",165,55,"London, Greater London, Great Britain","51.5073509,-0.1277583",,6 h3 r2/3
Yoshimi Ozaki,1981-07-01,31,Athletics,Women's Marathon,Japan,,Female,Yoshimi Ozaki,155,41,"Yamakita, Kanagawa, Japan","35.3606049,139.083831",,19
‚àö√ë¬¨‚àûlham ‚àö√â‚Äö√Ñ√¨zbilen,1990-03-05,22,Athletics,"Men's 1,500 metres",Turkey,,Male,‚àö√ë¬¨‚àûlham Tanui ‚àö√â‚Äö√Ñ√¨zbilen,173,61,"Keiyo, Rift Valley, Kenya",,,8
Sinta Ozoli‚àö√ñ‚Äö√Ñ‚Ä†a-Kovala,1988-02-26,24,Athletics,Women's Javelin Throw,Latvia,,Female,Sinta Ozoli‚àö√ñ‚Äö√Ñ‚Ä†a-Kovala,186,72,"R‚àö√ë¬¨¬¥ga, R‚àö√ë¬¨¬¥ga, Latvia","56.961029,24.093533",,20
Neriman ‚àö√â‚Äö√Ñ√¨zsoy,1988-07-13,24,Volleyball,Women's Volleyball,Turkey,,Female,Neriman ‚àö√â‚Äö√Ñ√¨zsoy,188,76,"Razgrad, Razgrad, Bulgaria","43.5336719,26.5411164",,9T
‚àö√â‚Äö√Ñ¬∞i‚àö√ë‚âà‚àèdem ‚àö√â‚Äö√Ñ√¨zyaman,1985-10-07,26,Shooting,Women's Skeet,Turkey,,Female,‚àö√â‚Äö√Ñ¬∞i‚àö√ë‚âà‚àèdem ‚àö√â‚Äö√Ñ√¨zyaman,170,60,"D‚àö√â¬¨¬∫zce, D‚àö√â¬¨¬∫zce, Turkey","40.843849,31.15654",,13
Fortunato Pacavira,1978-07-27,33,Canoeing,"Men's Canadian Singles, 1,000 metres",Angola,,Male,Fortunato Luis Pacavira,171,70,,,,14
Fortunato Pacavira,1978-07-27,33,Canoeing,"Men's Canadian Doubles, 1,000 metres",Angola,,Male,Fortunato Luis Pacavira,171,70,,,,12
Nicol‚àö√â¬¨¬∞s Pacheco,1994-08-23,17,Shooting,Men's Skeet,Peru,,Male,Nicol‚àö√â¬¨¬∞s Rodolfo Pacheco Espinosa,183,80,"Lima, Lima, Peru","-12.046374,-77.0427934",,32
Ra‚àö√â¬¨‚à´l Pacheco,1979-04-26,33,Athletics,Men's Marathon,Peru,,Male,Ra‚àö√â¬¨‚à´l Manuel Pacheco Mendoza,168,57,"Santa Fe de Jauja, Jun‚àö√â¬¨‚â†n, Peru","-11.466667,-75.1333329",,21
Rodrigo Pacheco,1983-01-14,29,Badminton,Men's Singles,Peru,,Male,Rodrigo Pacheco Carrillo,180,73,"Lima, Lima, Peru","-12.046374,-77.0427934",,17T
Tara Pacheco,1988-10-03,23,Sailing,Women's Two Person Dinghy,Spain,,Female,Tara Pacheco Van Rijnsoever,165,58,"Arucas, Las Palmas, Spain","28.1201412,-15.5210607",,10
Natalia Pacierpnik,1988-08-14,23,Canoeing,"Women's Kayak Singles, Slalom",Poland,,Female,Natalia Pacierpnik,169,58,"Ko‚àö√ñ‚Äö√Ñ√ªskie, ‚àö√ñ‚âà¬∞wi‚àö√ë‚Äö√ë¬¢tokrzyskie, Poland","51.1914693,20.4068498",,7
Martin Padar,1979-04-11,33,Judo,Men's Heavyweight,Estonia,,Male,Martin Padar,194,137,"Tallinn, Harjumaa, Estonia","59.4369608,24.7535746",,17T
Nataliya Paderina,1975-11-01,36,Shooting,"Women's Air Pistol, 10 metres",Russia,,Female,Nataliya Fyodorovna Paderina (Akhmertdin,160,56,"Yekaterinburg, Sverdlovsk, Russia","56.833333,60.583333",,37
Sofia Padilla,1989-05-19,23,Shooting,"Women's Air Rifle, 10 metres",Ecuador,,Female,Sofia Estefania Padilla Bustamante,158,59,"Guayaquil, Guayas, Ecuador","-2.1709979,-79.9223592",,53
Yennifer Padilla,1990-01-01,22,Athletics,Women's 400 metres,Colombia,,Female,Yennifer Padilla Gonz‚àö√â¬¨¬∞lez,187,62,"Quibd‚àö√â¬¨‚â•, Choc‚àö√â¬¨‚â•, Colombia","5.691039,-76.653778",,AC h7 r1/3
Leander Paes,1973-06-17,39,Tennis,Mixed Doubles,India,,Male,Leander Adrian Paes,178,77,"Goa, India","15.2993265,74.123996",,5T
Leander Paes,1973-06-17,39,Tennis,Men's Doubles,India,,Male,Leander Adrian Paes,178,77,"Goa, India","15.2993265,74.123996",,9T
H‚àö√â¬¨¬©ctor P‚àö√â¬¨¬∞ez,1982-07-10,30,Cycling,"Men's Mountainbike, Cross-Country",Colombia,,Male,H‚àö√â¬¨¬©ctor Leonardo P‚àö√â¬¨¬∞ez Le‚àö√â¬¨‚â•n,175,63,"Tunja, Boyac‚àö√â¬¨¬∞, Colombia","5.533333,-73.366667",,28
Robert Paez,1994-06-01,18,Diving,Men's Springboard,Venezuela,,Male,Robert Paez Rodr‚àö√â¬¨‚â†guez,160,60,"Cuman‚àö√â¬¨¬∞, Sucre, Venezuela","10.456389,-64.1675",,25
Markos Pagdatis,1985-06-17,27,Tennis,Men's Singles,Cyprus,,Male,Markos Pagdatis,183,80,"Limassol, Lemesos, Cyprus","34.7071301,33.0226174",,9T
Alec Page,1993-11-08,18,Swimming,Men's 4 x 200 metres Freestyle Relay,Canada,,Male,Alec Page,179,73,"Victoria, Manitoba, Canada","49.6365008,-98.8879602",,14
Alec Page,1993-11-08,18,Swimming,Men's 400 metres Individual Medley,Canada,,Male,Alec Page,179,73,"Victoria, Manitoba, Canada","49.6365008,-98.8879602",,23
Julie Page,1983-04-21,29,Basketball,Women's Basketball,Great Britain,,Female,Julie Anne Page,188,90,"Stockport, Greater Manchester, Great Bri","53.406754,-2.158843",,11
Malcolm Page,1972-03-22,40,Sailing,Men's Two Person Dinghy,Australia,Gold,Male,Malcolm George Page,185,71,"Sydney, New South Wales, Australia","-33.8674869,151.2069902",,1
Natasha Page,1985-04-30,27,Rowing,Women's Coxed Eights,Great Britain,,Female,Natasha Nicole Page,178,77,"Gloucester, Gloucestershire, Great Brita","51.8642449,-2.238156",,5
Jonathan Paget,1983-11-17,28,Equestrianism,"Mixed Three-Day Event, Individual",New Zealand,,Male,Jonathan Paget,190,80,"Warkworth, Auckland, New Zealand","-36.3986866,174.6605093",,10
Jonathan Paget,1983-11-17,28,Equestrianism,"Mixed Three-Day Event, Team",New Zealand,Bronze,Male,Jonathan Paget,190,80,"Warkworth, Auckland, New Zealand","-36.3986866,174.6605093",,3
Marta Pagnini,1991-01-21,21,Rhythmic Gymnastics,Women's Group,Italy,Bronze,Female,Marta Pagnini,175,,"Firenze, Firenze, Italy","43.7710332,11.2480006",,3
Vardan Pahlevanyan,1988-02-27,24,Athletics,Men's Long Jump,Armenia,,Male,Vardan Pahlevanyan,192,82,"Yerevan, Yerevan, Armenia","40.183333,44.516667",,40 r1/2
Frankie Painter-Snell,1987-03-28,25,Water Polo,Women's Water Polo,Great Britain,,Female,"Francesca ""Frankie"" Painter-Snell",175,63,"Auckland, Auckland, New Zealand","-36.8484597,174.7633315",,8
Bruno Pais,1981-06-10,31,Triathlon,Men's Olympic Distance,Portugal,,Male,Bruno Miguel Forte Pais,178,67,"Unknown, Portugal",,,41
Didier Pais,1983-02-08,29,Wrestling,"Men's Lightweight, Freestyle",France,,Male,Didier Pais,168,60,"Colmar, Haut-Rhin, France","48.0793589,7.358512",,11
Ludwig Paischer,1981-11-28,30,Judo,Men's Extra-Lightweight,Austria,,Male,Ludwig Paischer,170,62,"Oberndorf bei Salzburg, Salzburg, Austri","47.9420257,12.9433887",,17T
Mariana Paj‚àö√â¬¨‚â•n,1991-10-10,20,Cycling,Women's BMX,Colombia,Gold,Female,Mariana Paj‚àö√â¬¨‚â•n Londo‚àö√â¬¨¬±o,158,53,"Medell‚àö√â¬¨‚â†n, Antioquia, Colombia","6.235925,-75.575137",,1
Pak Jong-Chol,1987-10-26,24,Boxing,Men's Flyweight,North Korea,,Male,Pak Jong-Chol,170,,"Pyeongyang, Pyeongyang, North Korea","39.0392193,125.7625241",,17T
Pak Song-Chol,1984-11-10,27,Athletics,Men's Marathon,North Korea,,Male,Pak Song-Chol,170,59,"?, Hwanghaenam, North Korea","38.2007215,125.4781926",,52
Igor Pakhomenko,1992-06-10,20,Gymnastics,Men's Team All-Around,Russia,,Male,Igor Alekseyevich Pakhomenko,170,,"Novosibirsk, Novosibirsk, Russia","55.0083526,82.9357327",,6
Igor Pakhomenko,1992-06-10,20,Gymnastics,Men's Floor Exercise,Russia,,Male,Igor Alekseyevich Pakhomenko,170,,"Novosibirsk, Novosibirsk, Russia","55.0083526,82.9357327",,48 r1/2
Igor Pakhomenko,1992-06-10,20,Gymnastics,Men's Horizontal Bar,Russia,,Male,Igor Alekseyevich Pakhomenko,170,,"Novosibirsk, Novosibirsk, Russia","55.0083526,82.9357327",,44 r1/2
Igor Pakhomenko,1992-06-10,20,Gymnastics,Men's Pommelled Horse,Russia,,Male,Igor Alekseyevich Pakhomenko,170,,"Novosibirsk, Novosibirsk, Russia","55.0083526,82.9357327",,19 r1/2
Eliecith Palacios,1987-09-15,24,Athletics,Women's 4 x 100 metres Relay,Colombia,,Female,Eliecith Palacios Santos,175,67,"Carepa, Antioquia, Colombia","7.759064,-76.655495",,5 h1 r1/2
George Palamariu,1991-03-17,21,Rowing,Men's Coxless Fours,Romania,,Male,George Alexandru Palamariu,197,108,"Lupeni, Hunedoara, Romania","45.381111,23.291389",,12
Madara Palameika,1987-06-18,25,Athletics,Women's Javelin Throw,Latvia,,Female,Madara Palameika,183,76,"Talsi, Talsu novads, Latvia","57.2480409,22.5873859",,8
Noa Palatchy,1994-05-24,18,Rhythmic Gymnastics,Women's Group,Israel,,Female,Noa Palatchy,167,,,,,8
Tu‚àö√ë‚âà‚àèba Palazo‚àö√ë‚âà‚àèlu,1980-12-04,31,Basketball,Women's Basketball,Turkey,,Female,Emine Tu‚àö√ë‚âà‚àèba Palazo‚àö√ë‚âà‚àèlu,172,60,"Bolu, Bolu, Turkey","40.739479,31.611561",,5
Sofia Paldanius,1979-03-16,33,Canoeing,"Women's Kayak Singles, 200 metres",Sweden,,Female,Karin Sofia Paldanius,180,74,"G‚àö√â¬¨‚àÇteborg, V‚àö√â¬¨¬ßstra G‚àö√â¬¨‚àÇtaland, Sweden","57.70887,11.97456",,19
Sofia Paldanius,1979-03-16,33,Canoeing,"Women's Kayak Singles, 500 metres",Sweden,,Female,Karin Sofia Paldanius,180,74,"G‚àö√â¬¨‚àÇteborg, V‚àö√â¬¨¬ßstra G‚àö√â¬¨‚àÇtaland, Sweden","57.70887,11.97456",,4
Kateryna Palekha,1980-09-20,31,Archery,Women's Individual,Ukraine,,Female,Kateryna Borysivna Palekha,167,65,"Lviv, Lviv, Ukraine","49.839683,24.029717",,33T
Kateryna Palekha,1980-09-20,31,Archery,Women's Team,Ukraine,,Female,Kateryna Borysivna Palekha,167,65,"Lviv, Lviv, Ukraine","49.839683,24.029717",,9T
Josef Palelashvili,1986-09-06,25,Judo,Men's Lightweight,Israel,,Male,Josef Palelashvili,178,73,"Gori, Shida Kartli, Georgia","41.9828244,44.1193356",,8T
Luc‚àö√â¬¨‚â†a Palermo,1985-09-30,26,Rowing,Women's Single Sculls,Argentina,,Female,Luc‚àö√â¬¨‚â†a Fernanda Palermo,172,61,"Vicente L‚àö√â¬¨‚â•pez, Provincia de Buenos Aire","-34.5830728,-58.5162313",,21
Krist‚àö√â¬¨Œ©na Pale‚àö√ñ¬¨¬∞ov‚àö√â¬¨¬∞,1991-02-22,21,Gymnastics,Women's Individual All-Around,Czech Republic,,Female,Krist‚àö√â¬¨Œ©na Pale‚àö√ñ¬¨¬∞ov‚àö√â¬¨¬∞,158,,"Ivan‚àö√ë¬¨√ßice, Jihomoravsk‚àö√â¬¨Œ© kraj , Czech Re","49.1014449,16.3775224",,47 r1/2
Krist‚àö√â¬¨Œ©na Pale‚àö√ñ¬¨¬∞ov‚àö√â¬¨¬∞,1991-02-22,21,Gymnastics,Women's Floor Exercise,Czech Republic,,Female,Krist‚àö√â¬¨Œ©na Pale‚àö√ñ¬¨¬∞ov‚àö√â¬¨¬∞,158,,"Ivan‚àö√ë¬¨√ßice, Jihomoravsk‚àö√â¬¨Œ© kraj , Czech Re","49.1014449,16.3775224",,55 r1/2
Krist‚àö√â¬¨Œ©na Pale‚àö√ñ¬¨¬∞ov‚àö√â¬¨¬∞,1991-02-22,21,Gymnastics,Women's Uneven Bars,Czech Republic,,Female,Krist‚àö√â¬¨Œ©na Pale‚àö√ñ¬¨¬∞ov‚àö√â¬¨¬∞,158,,"Ivan‚àö√ë¬¨√ßice, Jihomoravsk‚àö√â¬¨Œ© kraj , Czech Re","49.1014449,16.3775224",,25 r1/2
Krist‚àö√â¬¨Œ©na Pale‚àö√ñ¬¨¬∞ov‚àö√â¬¨¬∞,1991-02-22,21,Gymnastics,Women's Balance Beam,Czech Republic,,Female,Krist‚àö√â¬¨Œ©na Pale‚àö√ñ¬¨¬∞ov‚àö√â¬¨¬∞,158,,"Ivan‚àö√ë¬¨√ßice, Jihomoravsk‚àö√â¬¨Œ© kraj , Czech Re","49.1014449,16.3775224",,83 r1/2
Iuliana Paleu,1990-09-30,21,Canoeing,"Women's Kayak Doubles, 500 metres",Romania,,Female,Iuliana Paleu,165,61,"Bicaz, Neam‚àö√ñ¬¨¬£, Romania","46.910833,26.091111",,16
Ewa Palies,1989-01-30,23,Handball,Women's Handball,Great Britain,,Female,Ewa Palies,173,73,"Montpellier, H‚àö√â¬¨¬©rault, France","43.610769,3.876716",,12
Ever Palma,1992-03-18,20,Athletics,Men's 20 kilometres Walk,Mexico,,Male,Ever Jair Palma Olivares,176,66,"Zit‚àö√â¬¨¬∞cuaro, Michoac‚àö√â¬¨¬∞n, Mexico","19.4323039,-100.3554035",,46
Isaac Palma,1990-10-26,21,Athletics,Men's 20 kilometres Walk,Mexico,,Male,Isaac Antonio Palma Olivares,174,69,"Zit‚àö√â¬¨¬∞cuaro, Michoac‚àö√â¬¨¬∞n, Mexico","19.4323039,-100.3554035",,34
Aron P‚àö√â¬¨¬∞lmarsson,1990-07-19,22,Handball,Men's Handball,Iceland,,Male,Aron P‚àö√â¬¨¬∞lmarsson,193,90,"Reykjav‚àö√â¬¨‚â†k, H‚àö√â¬¨‚àÇfu‚àö√â¬¨‚àûborgarsv‚àö√â¬¨¬∂‚àö√â¬¨‚àûi, Icelan","64.133333,-21.933333",,5
Becchara Palmer,1988-06-18,24,Beach Volleyball,Women's Beach Volleyball,Australia,,Female,Becchara Palmer,182,67,"Adelaide, South Australia, Australia","-34.9286212,138.5999594",,19T
Hayley Palmer,1989-05-08,23,Swimming,Women's 50 metres Freestyle,New Zealand,,Female,Hayley Gloria Palmer,170,68,"Cheltenham, Gloucestershire, Great Brita","51.8993855,-2.0782533",,23
Hayley Palmer,1989-05-08,23,Swimming,Women's 4 x 100 metres Freestyle Relay,New Zealand,,Female,Hayley Gloria Palmer,170,68,"Cheltenham, Gloucestershire, Great Brita","51.8993855,-2.0782533",,14
Kylie Palmer,1990-02-25,22,Swimming,Women's 200 metres Freestyle,Australia,,Female,Kylie Jayne Palmer,172,64,"Brisbane, Queensland, Australia","-27.4710107,153.0234489",,8
Kylie Palmer,1990-02-25,22,Swimming,Women's 400 metres Freestyle,Australia,,Female,Kylie Jayne Palmer,172,64,"Brisbane, Queensland, Australia","-27.4710107,153.0234489",,11
Kylie Palmer,1990-02-25,22,Swimming,Women's 800 metres Freestyle,Australia,,Female,Kylie Jayne Palmer,172,64,"Brisbane, Queensland, Australia","-27.4710107,153.0234489",,18
Kylie Palmer,1990-02-25,22,Swimming,Women's 4 x 200 metres Freestyle Relay,Australia,Silver,Female,Kylie Jayne Palmer,172,64,"Brisbane, Queensland, Australia","-27.4710107,153.0234489",,2
Airin‚àö√ë‚Äö√Ñ√Æ Pal‚àö√ñ¬¨¬∞yt‚àö√ë‚Äö√Ñ√Æ,1992-07-13,20,Athletics,Women's High Jump,Lithuania,,Female,Airin‚àö√ë‚Äö√Ñ√Æ Pal‚àö√ñ¬¨¬∞yt‚àö√ë‚Äö√Ñ√Æ,186,62,"Kaunas, Kaunas, Lithuania","54.8985207,23.9035965",,11
Gregorio Paltrinieri,1994-09-05,17,Swimming,"Men's 1,500 metres Freestyle",Italy,,Male,Gregorio Paltrinieri,188,66,"Carpi, Modena, Italy","44.7838779,10.8796629",,5
Pandelela Pamg,1993-03-02,19,Diving,Women's Platform,Malaysia,Bronze,Female,Pandelela Rinong Pamg,148,42,,,,3
Pandelela Pamg,1993-03-02,19,Diving,Women's Synchronized Springboard,Malaysia,,Female,Pandelela Rinong Pamg,148,42,,,,8
Pandelela Pamg,1993-03-02,19,Diving,Women's Synchronized Platform,Malaysia,,Female,Pandelela Rinong Pamg,148,42,,,,7
Olga Panarina,1985-09-16,26,Cycling,Women's Sprint,Belarus,,Female,Olga Yuryevna Panarina,176,75,"Kharkiv, Kharkiv, Ukraine","49.9935,36.230383",,8
Olga Panarina,1985-09-16,26,Cycling,Women's Keirin,Belarus,,Female,Olga Yuryevna Panarina,176,75,"Kharkiv, Kharkiv, Ukraine","49.9935,36.230383",,15T
Niki Panetta,1986-04-21,26,Athletics,Women's Triple Jump,Greece,,Female,Niki Panetta,172,53,"Ilion, Attiki, Greece","38.0307786,23.7038541",,24
Aleksey Panfili,1974-01-05,38,Water Polo,Men's Water Polo,Kazakhstan,,Male,Aleksey Ivanovich Panfili,198,98,"Bishkek, Bishkek, Kyrgyzstan","43.061667,74.478333",,11
Pang Jiaying,1985-01-06,27,Swimming,Women's 4 x 100 metres Freestyle Relay,China,,Female,Pang Jiaying,178,64,"Shanghai, Shanghai, China","31.230416,121.473701",,4
Pang Jiaying,1985-01-06,27,Swimming,Women's 4 x 200 metres Freestyle Relay,China,,Female,Pang Jiaying,178,64,"Shanghai, Shanghai, China","31.230416,121.473701",,6
Pang Wei,1986-07-19,26,Shooting,"Men's Air Pistol, 10 metres",China,,Male,Pang Wei,178,74,"Baoding, Hebei, China","38.873891,115.464806",,4
Silvia Panguana,1993-02-16,19,Athletics,Women's 100 metres Hurdles,Mozambique,,Female,Silvia Eduardo Panguana,168,54,"Maputo, Maputo, Mozambique","-25.966667,32.583333",,8 h5 r1/3
Jakkrit Panichpatikum,1973-01-31,39,Shooting,"Men's Air Pistol, 10 metres",Thailand,,Male,Jakkrit Panichpatikum,168,58,"Bangkok, Krung Thep Maha Nakhon, Thailan","13.7278956,100.5241235",2013-10-19,37
Jakkrit Panichpatikum,1973-01-31,39,Shooting,"Men's Rapid-Fire Pistol, 25 metres",Thailand,,Male,Jakkrit Panichpatikum,168,58,"Bangkok, Krung Thep Maha Nakhon, Thailan","13.7278956,100.5241235",2013-10-19,15
Jakkrit Panichpatikum,1973-01-31,39,Shooting,"Men's Free Pistol, 50 metres",Thailand,,Male,Jakkrit Panichpatikum,168,58,"Bangkok, Krung Thep Maha Nakhon, Thailan","13.7278956,100.5241235",2013-10-19,14
Gregolry Panizo,1985-12-05,26,Cycling,"Men's Road Race, Individual",Brazil,,Male,Gregolry Alves Freitas Panizo,183,72,"Tup‚àö√â¬¨¬£ssi, Paran‚àö√â¬¨¬∞, Brazil","-24.5883617,-53.5110151",,AC
Vittoria Panizzon,1983-09-14,28,Equestrianism,"Mixed Three-Day Event, Individual",Italy,,Female,Vittoria Panizzon,168,58,"Roma, Roma, Italy","41.8723889,12.4801802",,11
Larisa Pankova,1991-05-12,21,Cycling,"Women's Road Race, Individual",Russia,,Female,Larisa Olegovna Pankova,176,52,"Semey, Shyrgys Qazaqstan, Kazakhstan","50.433333,80.266667",,38
Laurens Pannecoucke,1988-07-19,24,Canoeing,"Men's Kayak Doubles, 200 metres",Belgium,,Male,Laurens Pannecoucke,182,82,"Kortrijk, West-Vlaanderen, Belgium","50.8194776,3.2577263",,12
Laurens Pannecoucke,1988-07-19,24,Canoeing,"Men's Kayak Doubles, 1,000 metres",Belgium,,Male,Laurens Pannecoucke,182,82,"Kortrijk, West-Vlaanderen, Belgium","50.8194776,3.2577263",,10
Anthony Pannier,1988-09-07,23,Swimming,"Men's 1,500 metres Freestyle",France,,Male,Anthony Pannier,189,84,"Bruges, Gironde, France","44.881793,-0.612747",,20
Kseniya Panteleieva,1994-05-11,18,Fencing,"Women's Épée, Individual",Ukraine,,Female,Kseniya Hennadi‚àö√â¬¨√òvna Panteleieva,167,67,"Lviv, Lviv, Ukraine","49.839683,24.029717",,30
Kseniya Panteleieva,1994-05-11,18,Fencing,"Women's Épée, Team",Ukraine,,Female,Kseniya Hennadi‚àö√â¬¨√òvna Panteleieva,167,67,"Lviv, Lviv, Ukraine","49.839683,24.029717",,8
